110.36,-17.584,1.7726
110.53,-17.701,1.7607
110.58,-17.739,1.7573
110.64,-17.796,1.7551
110.71,-17.855,1.7515
110.77,-17.919,1.7473
110.83,-17.984,1.7441
110.88,-18.054,1.7413
110.93,-18.124,1.74
110.98,-18.194,1.739
111.02,-18.266,1.7371
111.06,-18.337,1.7345
111.1,-18.409,1.732
111.14,-18.483,1.73
111.17,-18.555,1.7272
111.2,-18.629,1.7241
111.23,-18.706,1.7182
111.25,-18.779,1.7129
111.27,-18.854,1.7079
111.29,-18.927,1.699
111.3,-18.988,1.6903
111.32,-19.078,1.678
111.33,-19.15,1.6664
111.34,-19.22,1.6544
111.34,-19.293,1.642
111.36,-19.361,1.6292
111.37,-19.429,1.6168
111.38,-19.496,1.6036
111.39,-19.561,1.5908
111.41,-19.623,1.5783
111.43,-19.683,1.5685
111.44,-19.742,1.5593
111.45,-19.803,1.5511
111.47,-19.86,1.5456
111.48,-19.916,1.5407
111.5,-19.971,1.5374
111.51,-20.026,1.5351
111.53,-20.082,1.5353
111.54,-20.139,1.5355
111.56,-20.195,1.5371
111.57,-20.254,1.5399
111.58,-20.317,1.5428
111.59,-20.379,1.5467
111.61,-20.444,1.5526
111.62,-20.508,1.5588
111.63,-20.564,1.5659
111.65,-20.647,1.576
111.66,-20.714,1.5824
111.68,-20.782,1.5937
111.68,-20.854,1.6042
111.7,-20.922,1.6182
111.72,-20.988,1.6294
111.73,-21.054,1.6435
111.75,-21.116,1.6567
111.77,-21.177,1.6719
111.79,-21.234,1.6848
111.81,-21.286,1.6983
111.83,-21.342,1.7101
111.86,-21.39,1.7223
111.89,-21.433,1.7357
111.92,-21.475,1.7466
111.95,-21.511,1.7557
111.98,-21.545,1.7649
112.01,-21.578,1.7714
112.04,-21.609,1.7752
112.07,-21.638,1.7816
112.1,-21.669,1.7856
112.13,-21.695,1.7912
112.17,-21.723,1.796
112.2,-21.75,1.7986
112.23,-21.776,1.7997
112.26,-21.804,1.8019
112.29,-21.833,1.8035
112.32,-21.86,1.8035
112.34,-21.894,1.8022
112.37,-21.924,1.8029
112.4,-21.954,1.8041
112.42,-21.983,1.8027
112.45,-22.014,1.8027
112.47,-22.043,1.8009
112.49,-22.071,1.7993
112.52,-22.098,1.7954
112.53,-22.124,1.7915
112.55,-22.145,1.7867
112.56,-22.164,1.7821
112.57,-22.181,1.7786
112.58,-22.194,1.7733
112.58,-22.202,1.7697
112.58,-22.209,1.764
112.58,-22.213,1.7559
112.57,-22.215,1.7487
112.56,-22.218,1.7407
112.55,-22.217,1.734
112.53,-22.214,1.726
112.52,-22.209,1.7181
112.49,-22.206,1.7114
112.47,-22.199,1.7066
112.45,-22.192,1.7007
112.42,-22.186,1.6972
112.39,-22.184,1.6955
112.35,-22.181,1.6949
112.32,-22.179,1.6938
112.27,-22.181,1.6961
112.24,-22.183,1.6992
112.2,-22.192,1.7037
112.17,-22.199,1.7077
112.11,-22.212,1.7132
112.06,-22.228,1.7195
