38.818,6.1732,-2.1417
38.723,6.1669,-2.1461
38.711,6.1658,-2.1467
38.657,6.1612,-2.1536
38.614,6.1564,-2.1568
38.567,6.1527,-2.1596
38.52,6.1473,-2.1643
38.471,6.1413,-2.1692
38.422,6.1365,-2.1734
38.384,6.134,-2.1798
38.33,6.1278,-2.1847
38.276,6.1229,-2.1921
38.216,6.1183,-2.1955
38.157,6.112,-2.2001
38.095,6.1071,-2.2062
38.029,6.1,-2.2104
37.962,6.0943,-2.2146
37.909,6.0825,-2.2152
37.836,6.0781,-2.219
37.762,6.0735,-2.2241
37.686,6.0691,-2.2295
37.606,6.0661,-2.2346
37.524,6.0639,-2.24
37.441,6.0632,-2.2459
37.355,6.0631,-2.2517
37.268,6.0626,-2.2561
37.187,6.0581,-2.258
37.076,6.0605,-2.2635
36.986,6.0642,-2.2686
36.892,6.0697,-2.2738
36.8,6.0735,-2.2798
36.704,6.0792,-2.2855
36.608,6.0839,-2.2925
36.511,6.0911,-2.2987
36.42,6.0996,-2.3062
36.321,6.1068,-2.3132
36.219,6.1131,-2.3221
36.117,6.1208,-2.3295
36.015,6.1249,-2.3381
35.91,6.1317,-2.3446
35.806,6.1396,-2.3513
35.699,6.1452,-2.3577
35.591,6.151,-2.363
35.485,6.1643,-2.3722
35.376,6.1712,-2.377
35.264,6.1782,-2.3852
35.154,6.1858,-2.3899
35.041,6.1907,-2.3983
34.928,6.1977,-2.4016
34.814,6.2051,-2.4052
34.698,6.2125,-2.4063
34.589,6.2187,-2.4058
34.47,6.2289,-2.4065
34.349,6.2387,-2.4062
34.228,6.2517,-2.4105
34.105,6.2637,-2.4092
33.98,6.2752,-2.4106
33.854,6.2867,-2.41
33.727,6.2977,-2.41
33.598,6.3093,-2.4109
33.465,6.3217,-2.4115
33.333,6.3328,-2.4101
33.2,6.3447,-2.4083
33.069,6.3571,-2.408
32.934,6.3679,-2.4059
32.799,6.3775,-2.4033
32.659,6.3876,-2.3998
32.525,6.3969,-2.3972
32.388,6.4067,-2.3942
32.215,6.4221,-2.3916
32.075,6.4325,-2.3855
31.97,6.4397,-2.3827
31.79,6.4521,-2.3758
31.647,6.462,-2.3703
31.503,6.4717,-2.3649
31.359,6.4821,-2.3589
31.213,6.4925,-2.3527
31.068,6.5062,-2.35
30.921,6.5174,-2.3435
30.775,6.53,-2.3379
30.628,6.5408,-2.3325
30.48,6.5499,-2.3258
30.333,6.5594,-2.3205
30.184,6.5687,-2.3139
30.036,6.5777,-2.3083
29.885,6.5805,-2.2978
29.737,6.5881,-2.2899
29.591,6.597,-2.2827
29.443,6.604,-2.2754
29.294,6.6104,-2.2664
29.148,6.6172,-2.2587
29.002,6.6242,-2.2523
28.855,6.6317,-2.2437
28.711,6.6336,-2.2347
28.566,6.6403,-2.2285
28.421,6.6475,-2.2237
28.275,6.6518,-2.2173
28.131,6.6569,-2.2108
27.987,6.6627,-2.2048
27.843,6.6666,-2.1986
27.702,6.669,-2.1928
27.558,6.6731,-2.1867
27.422,6.6713,-2.1793
27.283,6.6718,-2.174
27.143,6.6777,-2.1691
27.004,6.6779,-2.1627
26.865,6.6765,-2.1578
26.728,6.6739,-2.1513
26.592,6.6716,-2.1457
26.457,6.6674,-2.14
